"Datum und Uhrzeit" Gesamtanlage[kWh] "  FX" "  FM" " RSK" RSKF " SDK" SHK_TAG "  NM" " VPM" "  PM" " TMK" " UPM" " TXK" " TNK" " TGK"
06.12.2021 0.05098 5.7 1.7 1.6 8 0.0 0 8.0 5.8 950.67 0.8 89.04 1.6 -0.1 -1.9
07.12.2021 0.07058 11.4 3.5 0.0 8 4.15 3 4.3 5.2 949.55 1.0 78.38 4.0 -1.6 -3.2
08.12.2021 0.00037 4.9 1.5 5.1 8 0.0 0 7.3 5.1 940.29 -0.1 83.33 1.3 -2.2 -3.8
09.12.2021 1e-05 9.1 2.9 3.6 8 0.0 1 7.5 5.9 943.84 1.0 89.83 1.7 0.3 -1.0
10.12.2021 0.00115 10.5 2.8 3.9 8 2.967 1 6.4 5.1 937.42 0.6 79.38 2.4 -1.8 -4.5
11.12.2021 1e-05 11.2 3.7 0.4 8 0.0 1 7.4 5.8 952.56 1.4 85.0 2.4 0.0 -2.5
12.12.2021 0.00294 6.6 2.2 2.4 6 3.3 1 7.3 5.5 964.68 2.8 74.46 4.7 0.7 0.3
13.12.2021 0.05882 7.6 1.7 0.1 6 0.0 0 7.9 7.8 966.03 4.2 94.46 5.5 2.6 2.3
14.12.2021 3.40117 5.4 1.8 0.2 6 1.867 0 8.0 7.0 965.83 3.2 91.67 5.9 0.3 0.7
15.12.2021 0.70886 4.8 1.4 0.2 6 0.0 0 7.7 7.2 969.2 3.7 90.63 4.9 3.0 3.0
16.12.2021 2.24655 5.2 1.4 0.1 6 0.1 0 7.4 6.9 973.11 3.1 90.13 4.8 1.4 -0.3
17.12.2021 3.35145 5.3 1.6 0.0 6 4.433 0 6.7 6.7 974.12 3.5 85.79 6.2 1.2 1.2
18.12.2021 0.7302 4.5 1.4 0.0 6 0.0 0 8.0 5.6 973.01 0.2 90.58 1.3 -0.8 -0.5
19.12.2021 2.59639 7.5 3.0 0.2 8 4.417 0 6.5 5.4 965.5 -0.3 90.13 3.0 -1.8 -1.5
20.12.2021 1.94455 5.5 2.0 0.0 0 2.7 0 4.6 5.5 962.04 0.8 84.29 3.7 -2.0 -4.4
21.12.2021 1.80753 6.2 1.8 0.0 0 5.317 0 3.2 4.4 960.91 -2.7 87.29 -0.1 -5.1 -6.9
22.12.2021 1.98901 6.8 1.9 0.0 0 4.3 0 5.0 3.9 961.58 -3.8 84.46 -1.6 -6.6 -7.9
23.12.2021 3.21625 10.2 1.7 1.7 6 1.767 0 7.7 4.8 953.78 -0.1 77.46 9.0 -7.5 -8.4
24.12.2021 1.17897 13.8 4.7 5.5 6 0.0 0 7.5 8.2 946.54 8.0 76.58 9.6 7.0 5.8
25.12.2021 1.86565 10.9 2.5 7.9 6 0.183 0 7.9 8.7 944.07 6.9 87.88 9.7 2.0 2.3
26.12.2021 1.8366 4.6 1.8 2.2 6 0.0 0 7.9 7.1 946.12 3.1 93.42 4.6 1.5 1.7
27.12.2021 3.68239 6.1 1.6 3.2 6 3.217 0 7.1 7.7 943.66 4.6 90.38 9.4 2.1 1.4
28.12.2021 1.69031 19.2 3.6 9.4 6 0.033 0 7.3 8.1 941.53 6.4 84.25 9.8 3.7 1.7
29.12.2021 3.19738 16.7 5.0 11.0 6 2.3 0 7.5 8.5 948.4 8.1 78.54 11.2 6.9 5.9
30.12.2021 2.79557 13.4 4.7 0.7 6 0.35 0 7.7 12.0 958.65 12.2 84.42 13.9 10.9 10.0
31.12.2021 3.27262 9.9 2.8 0.0 0 7.15 0 4.3 9.8 962.14 12.3 69.21 15.6 10.3 7.5
01.01.2022 3.67447 6.6 1.9 0.0 0 7.6 0 5.4 8.1 965.13 8.5 73.5 13.4 3.2 0.5
02.01.2022 4.25708 12.8 3.1 0.0 0 4.733 0 6.4 6.1 958.78 9.5 55.21 15.8 1.9 -0.4
03.01.2022 2.63014 17.0 5.3 0.7 6 0.0 0 7.9 7.5 954.8 10.3 59.96 11.5 8.7 6.4
04.01.2022 2.30968 19.0 4.1 10.3 6 1.017 0 7.8 8.7 940.54 10.5 69.0 16.5 3.7 3.6
05.01.2022 2.89979 13.8 4.9 1.2 8 0.367 0 7.6 5.5 946.01 1.9 76.58 3.9 0.3 -0.5
06.01.2022 1.57451 10.0 3.6 0.4 8 3.25 0 6.5 5.0 955.92 0.7 78.5 2.7 -1.8 -3.7
07.01.2022 4.17034 9.7 2.3 2.2 8 3.583 0 5.4 4.5 955.87 -1.1 80.38 1.4 -4.0 -5.8
08.01.2022 0.09133 16.5 3.5 2.9 8 1.817 4 5.8 4.8 949.52 0.6 75.75 2.4 -1.4 -7.2
09.01.2022 3.47975 17.6 4.2 0.7 8 0.8 1 7.5 5.6 941.98 2.2 77.33 4.3 0.7 0.0
10.01.2022 2.42125 5.2 1.8 0.0 8 0.0 0 7.8 5.7 956.54 1.4 85.13 2.3 0.8 -0.2
11.01.2022 3.24902 5.8 2.1 0.0 0 0.05 0 6.3 5.2 968.13 0.8 81.0 2.6 -1.6 -3.4
12.01.2022 2.87362 5.2 1.5 0.0 0 0.133 0 7.5 4.3 973.69 -2.5 84.96 -1.1 -3.5 -4.8
13.01.2022 4.58722 5.0 1.2 0.0 0 6.85 0 6.7 4.5 976.17 -1.8 83.54 1.3 -4.0 -4.3
14.01.2022 4.57235 4.5 1.5 0.0 0 8.45 0 1.0 5.0 971.19 0.6 79.25 8.6 -4.5 -5.2
15.01.2022 2.60849 5.0 1.5 0.0 0 0.217 0 5.5 5.2 965.17 -1.5 94.75 -0.1 -3.5 -5.2
16.01.2022 5.16463 11.0 3.1 0.1 8 7.133 0 5.5 5.2 963.68 1.0 80.08 5.1 -1.8 -2.5
17.01.2022 4.77148 15.4 5.1 0.2 6 0.867 0 7.8 5.7 969.04 3.3 73.13 5.6 1.4 0.9
18.01.2022 3.06838 7.7 2.2 0.0 6 0.217 0 6.3 5.7 972.79 2.3 79.58 4.2 -0.5 -2.5
19.01.2022 4.84282 12.9 2.8 0.9 8 6.417 0 3.5 5.1 964.02 1.9 73.38 7.1 -2.5 -4.3
20.01.2022 3.00078 14.1 5.6 3.0 8 0.383 1 7.0 5.3 961.38 1.2 80.25 3.2 -1.5 -3.5
21.01.2022 3.72583 11.1 4.4 0.8 8 3.333 2 6.8 4.3 967.35 -0.8 75.33 1.1 -2.2 -4.3
22.01.2022 1.6608 14.5 5.0 2.6 8 0.0 3 7.8 5.4 968.28 0.3 86.38 1.3 -0.8 -1.1
23.01.2022 4.19951 5.5 1.7 0.0 6 0.567 2 6.3 6.0 970.75 1.5 88.42 4.0 -1.4 -3.0
24.01.2022 4.6706 5.5 1.8 0.0 0 3.333 0 4.5 5.4 970.0 -0.2 90.0 3.1 -2.3 -4.5
25.01.2022 5.27625 5.1 1.7 0.0 0 5.533 0 6.1 5.4 968.99 -0.3 90.21 4.3 -2.0 -1.6
26.01.2022 6.67084 8.4 2.1 0.0 0 8.45 0 5.0 5.1 967.4 -0.2 84.83 4.3 -2.6 -3.5
27.01.2022 7.30215 12.3 3.7 1.4 8 8.55 0 7.2 5.0 964.01 1.6 73.92 7.6 -2.1 -3.1
28.01.2022 4.77728 12.2 4.6 1.9 8 0.017 0 7.6 5.7 968.7 2.2 79.54 3.5 0.7 -0.3
29.01.2022 4.3578 18.6 5.1 0.0 6 1.433 0 7.6 5.2 965.72 4.3 63.08 7.2 0.7 -0.5
30.01.2022 5.8893 18.7 5.8 0.3 6 5.467 0 5.8 6.0 962.9 4.9 69.08 7.7 1.9 -0.1
31.01.2022 3.34503 17.1 5.4 4.1 8 0.317 0 7.7 5.7 950.47 2.3 78.88 4.2 1.0 0.2
01.02.2022 3.37864 19.2 6.7 3.0 8 0.0 0 7.8 5.4 954.27 1.4 80.46 3.3 0.1 -0.1
02.02.2022 2.13412 16.9 5.4 3.6 6 0.8 0 7.3 6.6 955.45 4.3 80.5 6.4 2.9 1.7
03.02.2022 6.86987 6.0 2.0 0.0 6 2.583 0 7.8 7.7 957.35 6.1 81.58 9.7 2.6 -0.1
04.02.2022 5.36876 14.3 3.3 0.8 8 2.983 0 5.9 6.7 953.44 4.9 77.5 7.7 1.8 -0.6
05.02.2022 8.52936 19.8 4.2 0.0 0 7.933 0 3.3 5.0 960.23 3.4 65.21 6.9 0.7 -1.0
06.02.2022 7.15885 24.8 7.7 6.7 8 2.833 0 7.7 5.3 952.74 4.7 61.96 7.4 1.4 -0.4
07.02.2022 3.5619 18.1 6.4 0.0 8 0.317 0 6.8 5.3 957.63 1.7 76.83 6.0 0.5 -0.1
08.02.2022 8.17426 12.6 3.9 0.0 6 3.333 0 4.9 4.2 968.86 4.2 53.21 9.2 -0.3 -2.1
09.02.2022 10.44192 6.7 2.0 0.0 0 9.717 0 1.8 5.6 966.4 5.4 62.96 11.8 0.8 -1.8
10.02.2022 9.93291 14.4 3.3 3.1 6 7.683 0 3.8 5.8 961.06 6.8 59.17 13.3 1.2 -2.0
11.02.2022 7.8928 11.9 3.7 1.8 6 2.233 0 6.0 5.9 964.85 3.5 74.13 6.4 -0.1 -2.3
12.02.2022 11.60835 10.6 2.5 0.0 0 9.583 0 2.1 4.5 966.42 1.3 68.75 6.3 -3.0 -5.6
13.02.2022 11.45553 6.7 2.2 0.0 0 9.867 0 2.3 3.8 957.56 4.4 46.42 11.7 -1.7 -4.1
14.02.2022 9.07805 7.2 2.3 0.4 6 4.867 0 5.0 4.4 948.37 6.4 45.17 14.7 1.4 -0.8
15.02.2022 4.2985 10.1 3.1 0.8 6 0.0 0 7.0 6.9 952.58 4.8 80.71 6.5 2.5 0.4
16.02.2022 4.779 19.6 5.0 0.8 6 0.65 0 7.8 6.8 949.05 6.7 68.0 11.4 1.8 0.0
17.02.2022 6.09559 23.9 8.7 5.6 6 1.833 0 6.5 8.0 947.16 10.6 62.21 12.6 7.2 5.6
18.02.2022 4.88569 18.5 4.4 0.2 6 0.0 0 7.8 7.3 948.84 10.1 59.88 15.5 6.4 4.9
19.02.2022 12.45711 19.5 5.3 0.0 8 5.367 0 5.4 5.2 955.43 5.5 58.5 8.2 3.3 1.0
20.02.2022 9.903 20.0 6.7 0.0 6 3.5 0 7.3 5.6 954.56 7.0 55.83 10.4 2.5 1.7
21.02.2022 8.28212 24.1 8.1 1.7 8 2.75 0 7.3 5.7 946.41 6.0 61.58 10.4 1.0 0.4
22.02.2022 9.59188 17.2 5.9 1.4 6 4.483 0 7.0 6.0 957.92 5.0 68.75 7.7 1.8 0.8
23.02.2022 11.37845 14.3 3.3 0.0 6 8.65 0 4.3 6.4 963.13 6.3 68.13 10.9 1.6 -1.4
24.02.2022 13.2067 17.1 3.2 1.2 8 8.067 0 6.8 6.0 955.58 7.4 61.04 14.3 -0.1 -2.2
25.02.2022 12.42359 13.5 4.2 0.2 8 4.133 0 6.0 4.9 962.07 2.3 69.38 5.5 0.9 -0.7
26.02.2022 9.39153 8.2 2.8 0.0 8 4.183 0 6.4 4.7 968.67 1.8 68.0 4.4 -1.1 -3.3
27.02.2022 15.73299 12.0 3.3 0.0 0 9.483 0 1.1 4.3 968.0 1.4 66.25 6.1 -2.1 -4.2
28.02.2022 16.80999 7.7 2.1 0.0 0 10.567 0 0.0 3.7 967.61 1.0 58.67 6.3 -3.3 -5.4
01.03.2022 17.81192 7.9 2.6 0.0 0 10.7 0 1.3 3.1 965.5 1.0 49.25 7.4 -4.0 -6.3
02.03.2022 14.21361 4.1 1.4 0.0 0 4.133 0 5.7 3.8 960.24 0.9 58.54 5.8 -3.8 -6.4
03.03.2022 18.11363 6.5 1.8 0.0 0 10.05 0 1.1 3.6 955.11 2.4 52.96 9.2 -3.8 -6.2
04.03.2022 18.43137 9.3 2.7 0.0 0 10.767 0 0.6 3.2 956.17 1.2 50.04 6.3 -3.7 -6.7
05.03.2022 18.42772 11.2 3.0 0.0 0 7.033 0 2.9 3.6 956.85 0.1 60.79 5.0 -4.5 -6.5
06.03.2022 18.65709 9.3 3.0 0.0 0 8.183 0 5.2 3.5 957.4 0.0 59.54 4.8 -3.5 -5.5
07.03.2022 14.42076 10.3 3.4 0.0 0 3.183 0 5.1 3.3 959.96 -1.0 58.0 1.6 -3.1 -5.6
08.03.2022 19.123 11.0 3.2 0.0 0 10.3 0 2.0 3.1 959.5 1.0 48.33 7.4 -4.3 -6.4
09.03.2022 20.13778 6.4 1.7 0.0 0 11.25 0 1.2 3.5 961.48 3.4 47.5 11.9 -3.9 -6.4
10.03.2022 20.83244 10.5 3.0 0.0 0 11.283 0 0.0 3.9 962.14 4.8 49.21 12.3 -2.6 -5.5
11.03.2022 21.34621 9.2 3.5 0.0 0 10.967 0 1.0 3.3 957.86 3.1 44.38 10.1 -2.4 -3.9
12.03.2022 20.17484 8.0 2.2 0.0 0 10.517 0 5.3 3.4 957.3 4.4 41.46 12.9 -2.2 -4.2
13.03.2022 21.00908 7.7 2.0 0.0 0 11.4 0 0.0 3.7 954.94 6.2 41.04 15.3 -2.0 -4.9
14.03.2022 20.52098 10.9 2.9 0.0 0 10.0 0 5.8 5.8 963.92 9.3 50.08 15.1 1.6 -0.7
15.03.2022 4.26278 7.2 2.0 3.3 6 0.15 0 7.7 7.6 962.85 7.9 70.75 11.9 3.9 1.9
16.03.2022 8.46165 8.5 2.8 0.0 0 1.6 0 6.5 8.0 962.7 7.1 79.08 10.3 4.6 3.0
17.03.2022 6.888 6.4 1.8 0.0 0 0.0 0 6.3 7.0 964.15 6.5 72.13 9.2 3.3 1.9
18.03.2022 16.78439 10.7 2.8 0.0 0 7.883 0 8.0 6.3 972.63 7.5 62.96 11.8 4.2 2.4
19.03.2022 19.50935 10.0 3.5 0.0 0 9.9 0 2.3 4.6 970.71 5.7 52.42 10.3 1.0 -1.7
20.03.2022 20.09572 9.5 2.8 0.0 0 11.533 0 2.5 4.5 967.38 7.0 46.38 14.5 0.3 -1.9
21.03.2022 20.04387 6.6 1.7 0.0 0 10.95 0 2.6 4.3 969.08 6.6 45.75 14.4 -1.0 -3.9
22.03.2022 21.30277 6.6 1.8 0.0 0 11.95 0 0.0 4.2 968.26 7.7 43.04 16.3 -0.6 -3.2
23.03.2022 21.08553 5.2 1.6 0.0 0 12.017 0 0.0 4.5 966.79 9.3 42.75 18.6 0.8 -2.4
24.03.2022 21.05196 6.2 1.7 0.0 0 11.983 0 0.0 4.9 964.72 10.9 41.0 19.4 2.3 -0.6
25.03.2022 20.3319 5.9 1.9 0.0 0 11.767 0 0.0 5.1 963.86 10.6 42.46 18.5 2.8 -0.3
26.03.2022 21.44148 8.8 2.5 0.0 0 11.7 0 0.0 5.1 965.42 10.5 42.13 18.2 3.0 -0.4
27.03.2022 28.94762 8.9 2.0 0.0 0 11.933 0 0.0 5.4 965.49 10.6 45.25 19.2 1.8 -1.2
28.03.2022 28.65411 9.6 2.1 0.0 0 11.783 0 1.0 5.4 960.12 12.2 41.88 20.4 3.8 0.5
29.03.2022 19.60884 10.5 3.0 0.0 6 3.733 0 7.7 5.6 949.17 13.2 37.25 17.4 8.5 5.6
30.03.2022 9.54908 8.2 2.3 0.7 6 0.0 0 7.7 8.4 940.62 10.2 67.63 11.9 7.5 6.0
31.03.2022 10.19347 7.7 2.0 12.0 8 0.05 0 7.8 8.7 934.43 7.7 83.54 10.4 6.0 4.7
01.04.2022 5.16731 9.2 3.2 10.0 8 0.0 0 7.5 6.6 935.84 2.3 91.17 6.3 0.2 0.1
02.04.2022 0.00338 10.1 3.2 7.4 8 0.0 4 7.5 5.2 945.52 -0.7 90.08 0.3 -1.5 -1.4
03.04.2022 0.05994 7.1 2.3 0.1 8 2.65 9 7.1 4.4 956.11 -0.2 73.58 2.3 -1.7 -2.8
04.04.2022 4.71776 16.3 4.0 0.9 8 11.15 1 3.2 4.4 954.14 2.4 62.13 7.4 -3.1 -5.1
05.04.2022 12.67644 17.2 5.5 2.6 6 0.0 0 7.7 7.6 949.49 6.6 76.71 9.6 2.9 2.2
06.04.2022 26.93161 9.4 3.0 0.0 6 7.417 0 6.5 8.8 945.51 11.8 64.46 17.1 7.5 5.3
07.04.2022 23.36777 26.1 7.6 6.7 6 5.55 0 7.0 8.0 938.6 11.7 58.88 15.6 8.5 7.3
08.04.2022 10.24797 20.8 5.4 6.4 8 0.6 0 7.3 8.8 938.73 9.5 75.17 15.0 6.1 5.5
09.04.2022 21.23997 24.6 5.0 0.0 8 6.2 0 6.6 5.5 948.3 5.1 63.25 13.2 1.2 1.0
10.04.2022 22.76074 11.3 3.2 0.1 8 5.267 0 6.8 5.6 958.13 4.1 68.79 8.3 1.7 0.2
11.04.2022 34.35444 8.1 2.6 0.0 0 12.033 0 6.4 5.7 956.36 7.4 57.92 14.7 0.2 -1.5
12.04.2022 33.6238 7.9 2.5 0.0 0 11.55 0 7.7 6.9 953.36 11.8 52.54 19.7 2.9 0.7
13.04.2022 31.43564 7.4 1.9 0.0 0 11.567 0 7.2 8.8 954.18 13.3 58.63 21.3 5.1 3.2
14.04.2022 32.70988 8.1 2.3 3.9 6 12.633 0 6.0 9.8 956.83 15.7 58.08 22.7 8.5 6.1
15.04.2022 24.46017 9.6 2.7 0.0 0 6.35 0 6.1 10.6 961.25 14.0 68.08 19.2 8.1 6.7
16.04.2022 17.01197 10.8 3.0 0.0 6 4.117 0 4.0 6.8 965.63 7.3 66.25 11.2 3.1 1.0
17.04.2022 37.81256 10.7 3.2 0.0 0 13.433 0 2.8 4.9 963.38 6.5 52.92 11.8 0.4 -0.8
18.04.2022 37.86109 9.4 2.6 0.0 0 13.517 0 5.0 5.1 955.8 8.1 50.08 14.2 0.7 -0.7
19.04.2022 33.52957 11.6 3.2 0.0 6 6.0 0 6.2 6.0 950.88 9.0 53.21 15.3 3.7 2.0
20.04.2022 39.49413 8.3 2.8 0.0 0 13.45 0 0.5 5.3 951.31 7.2 55.08 13.6 1.3 -0.1
21.04.2022 37.03445 10.0 2.9 0.0 0 11.133 0 1.8 6.1 947.03 9.6 52.63 16.0 3.2 1.3
22.04.2022 32.61512 8.3 3.1 0.0 0 9.367 0 6.6 8.2 941.35 9.8 68.21 16.1 4.6 2.9
23.04.2022 17.90052 10.9 3.8 0.1 6 1.533 0 7.5 9.2 941.59 9.8 76.83 14.4 6.6 6.9
24.04.2022 15.05326 11.4 3.2 3.9 6 1.083 0 7.9 9.3 939.91 9.7 77.67 13.0 7.7 7.2
25.04.2022 23.49302 8.5 2.9 2.4 6 3.8 0 6.6 9.6 948.33 10.4 77.33 16.1 7.8 7.4
26.04.2022 11.14769 9.5 2.2 9.3 6 1.383 0 7.2 9.4 953.5 8.6 84.21 11.6 5.6 4.1
27.04.2022 25.99727 7.0 2.3 0.0 0 6.05 0 4.8 8.3 960.57 9.0 74.04 14.1 5.0 3.6
28.04.2022 38.82544 10.8 2.6 0.0 0 12.9 0 0.4 7.4 964.69 10.6 62.04 17.1 3.5 2.0
29.04.2022 39.1981 10.8 2.8 0.0 0 11.133 0 5.1 7.0 962.91 11.8 54.63 18.8 3.4 2.0
30.04.2022 15.48274 8.3 2.0 0.3 6 1.333 0 7.9 8.6 959.22 10.4 68.29 13.2 6.8 5.5
01.05.2022 14.87288 4.9 1.7 0.7 6 0.833 0 6.6 9.6 958.4 9.3 82.54 12.7 5.6 4.2
